"Regionskode";"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde i alt";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser";"Timestamp"
1085;Sjælland;2020-04-28;M;7;0;0;527;9183;2036;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-04-29;F;50;2;5;529;9233;2041;2024-03-12T10:02:34.147
1082;Midtjylland;2020-04-29;F;10;1;1;530;9243;2042;2024-03-12T10:02:34.147
1081;Nordjylland;2020-04-29;F;1;0;0;530;9244;2042;2024-03-12T10:02:34.147
1085;Sjælland;2020-04-29;F;16;0;1;530;9260;2043;2024-03-12T10:02:34.147
1083;Syddanmark;2020-04-29;F;4;0;0;530;9264;2043;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-04-29;M;42;4;11;534;9306;2054;2024-03-12T10:02:34.147
1082;Midtjylland;2020-04-29;M;7;0;0;534;9313;2054;2024-03-12T10:02:34.147
1081;Nordjylland;2020-04-29;M;2;0;0;534;9315;2054;2024-03-12T10:02:34.147
1085;Sjælland;2020-04-29;M;5;1;2;535;9320;2056;2024-03-12T10:02:34.147
1083;Syddanmark;2020-04-29;M;2;0;0;535;9322;2056;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-04-30;F;62;0;5;535;9384;2061;2024-03-12T10:02:34.147
1082;Midtjylland;2020-04-30;F;6;0;1;535;9390;2062;2024-03-12T10:02:34.147
1081;Nordjylland;2020-04-30;F;3;0;0;535;9393;2062;2024-03-12T10:02:34.147
1085;Sjælland;2020-04-30;F;23;0;1;535;9416;2063;2024-03-12T10:02:34.147
1083;Syddanmark;2020-04-30;F;1;0;0;535;9417;2063;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-04-30;M;33;0;4;535;9450;2067;2024-03-12T10:02:34.147
1082;Midtjylland;2020-04-30;M;7;0;0;535;9457;2067;2024-03-12T10:02:34.147
1081;Nordjylland;2020-04-30;M;2;0;1;535;9459;2068;2024-03-12T10:02:34.147
1085;Sjælland;2020-04-30;M;8;0;0;535;9467;2068;2024-03-12T10:02:34.147
1083;Syddanmark;2020-04-30;M;1;0;0;535;9468;2068;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-01;F;58;2;3;537;9526;2071;2024-03-12T10:02:34.147
1082;Midtjylland;2020-05-01;F;5;0;0;537;9531;2071;2024-03-12T10:02:34.147
1081;Nordjylland;2020-05-01;F;10;0;0;537;9541;2071;2024-03-12T10:02:34.147
1085;Sjælland;2020-05-01;F;15;1;1;538;9556;2072;2024-03-12T10:02:34.147
1083;Syddanmark;2020-05-01;F;2;0;0;538;9558;2072;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-01;M;25;0;2;538;9583;2074;2024-03-12T10:02:34.147
1082;Midtjylland;2020-05-01;M;11;0;1;538;9594;2075;2024-03-12T10:02:34.147
1081;Nordjylland;2020-05-01;M;9;0;0;538;9603;2075;2024-03-12T10:02:34.147
1085;Sjælland;2020-05-01;M;10;1;2;539;9613;2077;2024-03-12T10:02:34.147
1083;Syddanmark;2020-05-01;M;3;0;1;539;9616;2078;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-02;F;31;0;2;539;9647;2080;2024-03-12T10:02:34.147
1082;Midtjylland;2020-05-02;F;12;0;3;539;9659;2083;2024-03-12T10:02:34.147
1081;Nordjylland;2020-05-02;F;1;0;0;539;9660;2083;2024-03-12T10:02:34.147
1085;Sjælland;2020-05-02;F;17;0;1;539;9677;2084;2024-03-12T10:02:34.147
1083;Syddanmark;2020-05-02;F;4;0;0;539;9681;2084;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-02;M;27;1;4;540;9708;2088;2024-03-12T10:02:34.147
1082;Midtjylland;2020-05-02;M;8;0;1;540;9716;2089;2024-03-12T10:02:34.147
1081;Nordjylland;2020-05-02;M;1;0;0;540;9717;2089;2024-03-12T10:02:34.147
1085;Sjælland;2020-05-02;M;12;1;1;541;9729;2090;2024-03-12T10:02:34.147
1083;Syddanmark;2020-05-02;M;2;0;0;541;9731;2090;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-03;F;33;0;6;541;9764;2096;2024-03-12T10:02:34.147
1082;Midtjylland;2020-05-03;F;4;0;1;541;9768;2097;2024-03-12T10:02:34.147
1081;Nordjylland;2020-05-03;F;1;0;0;541;9769;2097;2024-03-12T10:02:34.147
1085;Sjælland;2020-05-03;F;6;0;2;541;9775;2099;2024-03-12T10:02:34.147
1083;Syddanmark;2020-05-03;F;4;0;1;541;9779;2100;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-03;M;17;2;2;543;9796;2102;2024-03-12T10:02:34.147
1082;Midtjylland;2020-05-03;M;6;0;1;543;9802;2103;2024-03-12T10:02:34.147
1081;Nordjylland;2020-05-03;M;1;0;0;543;9803;2103;2024-03-12T10:02:34.147
1085;Sjælland;2020-05-03;M;5;1;3;544;9808;2106;2024-03-12T10:02:34.147
1083;Syddanmark;2020-05-03;M;1;0;0;544;9809;2106;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-04;F;50;0;3;544;9859;2109;2024-03-12T10:02:34.147
1082;Midtjylland;2020-05-04;F;5;0;1;544;9864;2110;2024-03-12T10:02:34.147
1085;Sjælland;2020-05-04;F;21;1;2;545;9885;2112;2024-03-12T10:02:34.147
1083;Syddanmark;2020-05-04;F;3;0;0;545;9888;2112;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-04;M;29;0;2;545;9917;2114;2024-03-12T10:02:34.147
1082;Midtjylland;2020-05-04;M;3;0;1;545;9920;2115;2024-03-12T10:02:34.147
1085;Sjælland;2020-05-04;M;8;0;2;545;9928;2117;2024-03-12T10:02:34.147
1083;Syddanmark;2020-05-04;M;1;0;0;545;9929;2117;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-05;F;32;1;4;546;9961;2121;2024-03-12T10:02:34.147
1082;Midtjylland;2020-05-05;F;5;0;0;546;9966;2121;2024-03-12T10:02:34.147
1081;Nordjylland;2020-05-05;F;2;0;0;546;9968;2121;2024-03-12T10:02:34.147
1085;Sjælland;2020-05-05;F;20;2;3;548;9988;2124;2024-03-12T10:02:34.147
1083;Syddanmark;2020-05-05;F;4;0;0;548;9992;2124;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-05;M;40;2;4;550;10032;2128;2024-03-12T10:02:34.147
1082;Midtjylland;2020-05-05;M;3;0;0;550;10035;2128;2024-03-12T10:02:34.147
1085;Sjælland;2020-05-05;M;15;0;5;550;10050;2133;2024-03-12T10:02:34.147
1083;Syddanmark;2020-05-05;M;1;0;0;550;10051;2133;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-06;F;55;0;1;550;10106;2134;2024-03-12T10:02:34.147
1082;Midtjylland;2020-05-06;F;2;0;0;550;10108;2134;2024-03-12T10:02:34.147
1085;Sjælland;2020-05-06;F;9;0;0;550;10117;2134;2024-03-12T10:02:34.147
1083;Syddanmark;2020-05-06;F;2;0;0;550;10119;2134;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-06;M;27;0;3;550;10146;2137;2024-03-12T10:02:34.147
1082;Midtjylland;2020-05-06;M;4;0;0;550;10150;2137;2024-03-12T10:02:34.147
1085;Sjælland;2020-05-06;M;6;0;2;550;10156;2139;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-07;F;44;0;1;550;10200;2140;2024-03-12T10:02:34.147
1082;Midtjylland;2020-05-07;F;5;0;0;550;10205;2140;2024-03-12T10:02:34.147
1085;Sjælland;2020-05-07;F;19;0;3;550;10224;2143;2024-03-12T10:02:34.147
1083;Syddanmark;2020-05-07;F;1;0;0;550;10225;2143;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-07;M;32;0;3;550;10257;2146;2024-03-12T10:02:34.147
1082;Midtjylland;2020-05-07;M;5;0;0;550;10262;2146;2024-03-12T10:02:34.147
1081;Nordjylland;2020-05-07;M;1;0;0;550;10263;2146;2024-03-12T10:02:34.147
1085;Sjælland;2020-05-07;M;13;2;4;552;10276;2150;2024-03-12T10:02:34.147
1083;Syddanmark;2020-05-07;M;2;0;0;552;10278;2150;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-08;F;31;3;4;555;10309;2154;2024-03-12T10:02:34.147
1082;Midtjylland;2020-05-08;F;4;0;0;555;10313;2154;2024-03-12T10:02:34.147
1085;Sjælland;2020-05-08;F;4;0;0;555;10317;2154;2024-03-12T10:02:34.147
1083;Syddanmark;2020-05-08;F;1;0;0;555;10318;2154;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-08;M;21;1;3;556;10339;2157;2024-03-12T10:02:34.147
1082;Midtjylland;2020-05-08;M;1;0;0;556;10340;2157;2024-03-12T10:02:34.147
1085;Sjælland;2020-05-08;M;5;0;0;556;10345;2157;2024-03-12T10:02:34.147
1083;Syddanmark;2020-05-08;M;2;0;0;556;10347;2157;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-09;F;24;1;4;557;10371;2161;2024-03-12T10:02:34.147
1082;Midtjylland;2020-05-09;F;2;0;2;557;10373;2163;2024-03-12T10:02:34.147
1081;Nordjylland;2020-05-09;F;1;0;0;557;10374;2163;2024-03-12T10:02:34.147
1085;Sjælland;2020-05-09;F;7;0;0;557;10381;2163;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-05-09;M;24;1;4;558;10405;2167;2024-03-12T10:02:34.147
